Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,,,,NAME,AGE,SALARY,GENDER,DEPARTMENT,POSITION,JOINING DATE,PERFORMANCE SCORE,EMAIL,PHONE NUMBER,
 david ,nan,70000,Male,IT,Director,2/20/2020,F,user@domain.com,098-765-4321,,,,David,,70000,Male,IT,Director,2/20/2020,F,user@domain.com,098-765-4321,
 hannah ,50,70000,Female,Finance,Clerk,3/25/2019,A,nan,nan,,,,Hannah,50,70000,Female,Finance,Clerk,3/25/2019,A,,,
 hannah ,40,50000,Male,Marketing,Director,2/20/2020,C,,123-456-7890,,,,Hannah,40,50000,Male,Marketing,Director,2/20/2020,C,,123-456-7890,
 eve ,nan, NAN ,Female,HR,Director,5-Apr-18,B,nan, ,,,,Eve,,  ,Female,HR,Director,4/5/2018,B,,,
 david ,thirty,55000,Male,IT,Clerk,2019.12.01,D,nan, ,,,,David,30,55000,Male,IT,Clerk,12/1/2019,D,,,
 bob ,thirty,55000,Female,Sales,Manager,1/15/2020,C,nan,123-456-7890,,,,Bob,30,55000,Female,Sales,Manager,1/15/2020,C,,123-456-7890,
 charlie ,nan,65000,Female,HR,Assistant,1/15/2020,D,name@company.org,123-456-7890,,,,Charlie,,65000,Female,HR,Assistant,1/15/2020,D,name@company.org,123-456-7890,
 charlie ,thirty,65000,Female,HR,Director,2019.12.01,D,user@domain.com,555-555-5555,,,,Charlie,30,65000,Female,HR,Director,12/1/2019,D,user@domain.com,555-555-5555,
 david ,40, NAN ,Female,Marketing,Director,3/25/2019,B,, ,,,,David,40,  ,Female,Marketing,Director,3/25/2019,B,,,
 david ,25,65000,Female,IT,Manager,2/20/2020,F,,nan,,,,David,25,65000,Female,IT,Manager,2/20/2020,F,,,
 jack ,40,55000,Female,Finance,Analyst,3/25/2019,A,user@domain.com,098-765-4321,,,,Jack,40,55000,Female,Finance,Analyst,3/25/2019,A,user@domain.com,098-765-4321,
 eve ,50,SIXTY THOUSAND,Female,Sales,Manager,1/15/2020,F,user@domain.com,555-555-5555,,,,Eve,50,60000,Female,Sales,Manager,1/15/2020,F,user@domain.com,555-555-5555,
 david ,40,70000,Female,IT,Manager,2019.12.01,C,user@domain.com, ,,,,David,40,70000,Female,IT,Manager,12/1/2019,C,user@domain.com,,
 jack ,50,SIXTY THOUSAND,Female,Sales,Director,2019.12.01,F,user@domain.com,123-456-7890,,,,Jack,50,60000,Female,Sales,Director,12/1/2019,F,user@domain.com,123-456-7890,
 hannah ,thirty,SIXTY THOUSAND,Male,HR,Assistant,3/25/2019,C,email@example.com, ,,,,Hannah,30,60000,Male,HR,Assistant,3/25/2019,C,email@example.com,,
 frank ,25,55000,Other,Marketing,Manager,3/25/2019,C,,nan,,,,Frank,25,55000,Other,Marketing,Manager,3/25/2019,C,,,
 frank ,thirty,SIXTY THOUSAND,Female,Marketing,Analyst,2/20/2020,A,email@example.com,555-555-5555,,,,Frank,30,60000,Female,Marketing,Analyst,2/20/2020,A,email@example.com,555-555-5555,
 hannah ,35, NAN ,Other,Finance,Clerk,5-Apr-18,B,nan,123-456-7890,,,,Hannah,35,  ,Other,Finance,Clerk,4/5/2018,B,,123-456-7890,
 grace ,thirty,50000,Female,Marketing,Manager,5-Apr-18,A,nan,nan,,,,Grace,30,50000,Female,Marketing,Manager,4/5/2018,A,,,
 jack ,50,65000,Female,HR,Manager,2/20/2020,F,,098-765-4321,,,,Jack,50,65000,Female,HR,Manager,2/20/2020,F,,098-765-4321,
 jack ,thirty,50000,Male,Finance,Analyst,5-Apr-18,C,nan,555-555-5555,,,,Jack,30,50000,Male,Finance,Analyst,4/5/2018,C,,555-555-5555,
 hannah ,thirty,70000,Male,IT,Assistant,1/15/2020,D,user@domain.com,nan,,,,Hannah,30,70000,Male,IT,Assistant,1/15/2020,D,user@domain.com,,
 bob ,25,65000,Other,Marketing,Manager,5-Apr-18,D,email@example.com,nan,,,,Bob,25,65000,Other,Marketing,Manager,4/5/2018,D,email@example.com,,
 ivy ,thirty,SIXTY THOUSAND,Male,Finance,Manager,2/20/2020,C,user@domain.com,123-456-7890,,,,Ivy,30,60000,Male,Finance,Manager,2/20/2020,C,user@domain.com,123-456-7890,
